,Indicator Name,Country Code,Country Name,Year,Value,Location,Area,Population
1215,Food price inflation,GNB,Guinea-Bissau,2018,1.1122583333333333,ALL,Monetary,1874303
1216,Food price inflation,GNB,Guinea-Bissau,2019,1.8971833333333334,ALL,Monetary,1874303
1217,Food price inflation,GNB,Guinea-Bissau,2020,3.977666666666666,ALL,Monetary,1874303
1218,Food price inflation,MOZ,Mozambique,2010,15.37685,ALL,Monetary,30066648
1219,Food price inflation,MOZ,Mozambique,2011,13.3089,ALL,Monetary,30066648
1220,Food price inflation,MOZ,Mozambique,2012,3.133775,ALL,Monetary,30066648
1221,Food price inflation,MOZ,Mozambique,2013,5.354058333333334,ALL,Monetary,30066648
1222,Food price inflation,MOZ,Mozambique,2014,3.8348166666666663,ALL,Monetary,30066648
1223,Food price inflation,MOZ,Mozambique,2015,5.2235000000000005,ALL,Monetary,30066648
1224,Food price inflation,MOZ,Mozambique,2016,27.25865,ALL,Monetary,30066648
1225,Food price inflation,MOZ,Mozambique,2017,16.947025,ALL,Monetary,30066648
1226,Food price inflation,MOZ,Mozambique,2018,0.03691666666666665,ALL,Monetary,30066648
1227,Food price inflation,MOZ,Mozambique,2019,3.2941000000000003,ALL,Monetary,30066648
1228,Food price inflation,MOZ,Mozambique,2020,7.682477777777779,ALL,Monetary,30066648
1229,Food price inflation,PRT,Portugal,2010,-0.18310833333333357,ALL,Monetary,10295909
1230,Food price inflation,PRT,Portugal,2011,2.099016666666667,ALL,Monetary,10295909
1231,Food price inflation,PRT,Portugal,2012,3.2009749999999997,ALL,Monetary,10295909
1232,Food price inflation,PRT,Portugal,2013,1.9431333333333332,ALL,Monetary,10295909
1233,Food price inflation,PRT,Portugal,2014,-1.3340749999999997,ALL,Monetary,10295909
1234,Food price inflation,PRT,Portugal,2015,1.0186583333333332,ALL,Monetary,10295909
1235,Food price inflation,PRT,Portugal,2016,0.4889166666666666,ALL,Monetary,10295909
1236,Food price inflation,PRT,Portugal,2017,1.5389666666666668,ALL,Monetary,10295909
1237,Food price inflation,PRT,Portugal,2018,0.7385166666666666,ALL,Monetary,10295909
1238,Food price inflation,PRT,Portugal,2019,0.3169416666666667,ALL,Monetary,10295909
1239,Food price inflation,PRT,Portugal,2020,2.113311111111111,ALL,Monetary,10295909
1240,Food price inflation,STP,Sao Tome and Principe,2010,16.418708333333335,ALL,Monetary,211028
1241,Food price inflation,STP,Sao Tome and Principe,2011,15.811500000000002,ALL,Monetary,211028
1242,Food price inflation,STP,Sao Tome and Principe,2012,12.199816666666665,ALL,Monetary,211028
1243,Food price inflation,STP,Sao Tome and Principe,2013,9.453191666666667,ALL,Monetary,211028
1244,Food price inflation,STP,Sao Tome and Principe,2014,7.297916666666667,ALL,Monetary,211028
1245,Food price inflation,STP,Sao Tome and Principe,2015,4.111458333333332,ALL,Monetary,211028
1246,Food price inflation,STP,Sao Tome and Principe,2016,6.892475,ALL,Monetary,211028
1247,Food price inflation,STP,Sao Tome and Principe,2017,6.571241666666666,ALL,Monetary,211028
1248,Food price inflation,STP,Sao Tome and Principe,2018,8.682758333333334,ALL,Monetary,211028
1249,Food price inflation,STP,Sao Tome and Principe,2019,9.034483333333334,ALL,Monetary,211028
1250,Food price inflation,STP,Sao Tome and Principe,2020,15.710944444444445,ALL,Monetary,211028
1251,Food price inflation,TLS,Timor-Leste,2010,5.664249999999999,ALL,Monetary,1300000
1252,Food price inflation,TLS,Timor-Leste,2011,16.192841666666663,ALL,Monetary,1300000
1253,Food price inflation,TLS,Timor-Leste,2012,11.66975,ALL,Monetary,1300000
1254,Food price inflation,TLS,Timor-Leste,2013,7.314175,ALL,Monetary,1300000
1255,Food price inflation,TLS,Timor-Leste,2014,0.7137083333333333,ALL,Monetary,1300000
1256,Food price inflation,TLS,Timor-Leste,2015,0.3207250000000001,ALL,Monetary,1300000
1257,Food price inflation,TLS,Timor-Leste,2016,-2.1337750000000004,ALL,Monetary,1300000
1258,Food price inflation,TLS,Timor-Leste,2017,0.9481333333333336,ALL,Monetary,1300000
1259,Food price inflation,TLS,Timor-Leste,2018,1.7335333333333336,ALL,Monetary,1300000
1260,Food price inflation,TLS,Timor-Leste,2019,0.9319083333333333,ALL,Monetary,1300000
1261,Food price inflation,TLS,Timor-Leste,2020,0.6585222222222222,ALL,Monetary,1300000
1262,GDP growth (annual %),AGO,Angola,2010,4.403932543437605,ALL,Monetary,31127674
1263,GDP growth (annual %),AGO,Angola,2011,3.471976344540238,ALL,Monetary,31127674
1264,GDP growth (annual %),AGO,Angola,2012,8.542187642653715,ALL,Monetary,31127674
1265,GDP growth (annual %),AGO,Angola,2013,4.954544646361867,ALL,Monetary,31127674
1266,GDP growth (annual %),AGO,Angola,2014,4.8226275683899615,ALL,Monetary,31127674
1267,GDP growth (annual %),AGO,Angola,2015,0.9435715613250011,ALL,Monetary,31127674
1268,GDP growth (annual %),AGO,Angola,2016,-2.580049644049325,ALL,Monetary,31127674
1269,GDP growth (annual %),AGO,Angola,2017,-0.14721294108575478,ALL,Monetary,31127674
1270,GDP growth (annual %),AGO,Angola,2018,-2.0036297273020125,ALL,Monetary,31127674
1271,GDP growth (annual %),AGO,Angola,2019,-0.6246443177068954,ALL,Monetary,31127674
1272,GDP growth (annual %),BRA,Brazil,2010,7.528225830055632,ALL,Monetary,210147125
1273,GDP growth (annual %),BRA,Brazil,2011,3.9744254058381614,ALL,Monetary,210147125
1274,GDP growth (annual %),BRA,Brazil,2012,1.921150318363047,ALL,Monetary,210147125
1275,GDP growth (annual %),BRA,Brazil,2013,3.0048463050570575,ALL,Monetary,210147125
1276,GDP growth (annual %),BRA,Brazil,2014,0.5039557402422474,ALL,Monetary,210147125
1277,GDP growth (annual %),BRA,Brazil,2015,-3.54576339269425,ALL,Monetary,210147125
1278,GDP growth (annual %),BRA,Brazil,2016,-3.275916907821923,ALL,Monetary,210147125
1279,GDP growth (annual %),BRA,Brazil,2017,1.3228690540439914,ALL,Monetary,210147125
1280,GDP growth (annual %),BRA,Brazil,2018,1.3172239987079308,ALL,Monetary,210147125
1281,GDP growth (annual %),BRA,Brazil,2019,1.1365855720095794,ALL,Monetary,210147125
1282,GDP growth (annual %),CPV,Cabo Verde,2010,1.466790097069378,ALL,Monetary,543767
1283,GDP growth (annual %),CPV,Cabo Verde,2011,3.968886344719863,ALL,Monetary,543767
1284,GDP growth (annual %),CPV,Cabo Verde,2012,1.0819182787712691,ALL,Monetary,543767
1285,GDP growth (annual %),CPV,Cabo Verde,2013,0.8027976005742232,ALL,Monetary,543767
1286,GDP growth (annual %),CPV,Cabo Verde,2014,0.6112126662078765,ALL,Monetary,543767
1287,GDP growth (annual %),CPV,Cabo Verde,2015,1.0068637068455928,ALL,Monetary,543767
1288,GDP growth (annual %),CPV,Cabo Verde,2016,4.705791486846536,ALL,Monetary,543767
1289,GDP growth (annual %),CPV,Cabo Verde,2017,3.7020392094876655,ALL,Monetary,543767
1290,GDP growth (annual %),CPV,Cabo Verde,2018,4.531161683333025,ALL,Monetary,543767
1291,GDP growth (annual %),CPV,Cabo Verde,2019,5.66775245955813,ALL,Monetary,543767
1292,GDP growth (annual %),MOZ,Mozambique,2010,6.502353115197906,ALL,Monetary,30066648
1293,GDP growth (annual %),MOZ,Mozambique,2011,7.417384315593907,ALL,Monetary,30066648
1294,GDP growth (annual %),MOZ,Mozambique,2012,7.2584392525877774,ALL,Monetary,30066648
1295,GDP growth (annual %),MOZ,Mozambique,2013,6.963607134870713,ALL,Monetary,30066648
1296,GDP growth (annual %),MOZ,Mozambique,2014,7.398512797138636,ALL,Monetary,30066648
1297,GDP growth (annual %),MOZ,Mozambique,2015,6.723278780358186,ALL,Monetary,30066648
1298,GDP growth (annual %),MOZ,Mozambique,2016,3.824214319211876,ALL,Monetary,30066648
1299,GDP growth (annual %),MOZ,Mozambique,2017,3.7413175931256433,ALL,Monetary,30066648
1300,GDP growth (annual %),MOZ,Mozambique,2018,3.443813839714622,ALL,Monetary,30066648
1301,GDP growth (annual %),MOZ,Mozambique,2019,2.2835972030121496,ALL,Monetary,30066648
1302,GDP growth (annual %),PRT,Portugal,2010,1.7376254759056593,ALL,Monetary,10295909
1303,GDP growth (annual %),PRT,Portugal,2011,-1.6961647806150353,ALL,Monetary,10295909
1304,GDP growth (annual %),PRT,Portugal,2012,-4.0572936076956125,ALL,Monetary,10295909
1305,GDP growth (annual %),PRT,Portugal,2013,-0.9226446745278878,ALL,Monetary,10295909
1306,GDP growth (annual %),PRT,Portugal,2014,0.7921903018753653,ALL,Monetary,10295909
1307,GDP growth (annual %),PRT,Portugal,2015,1.7920460455598288,ALL,Monetary,10295909
1308,GDP growth (annual %),PRT,Portugal,2016,2.019485395613117,ALL,Monetary,10295909
1309,GDP growth (annual %),PRT,Portugal,2017,3.506344739384943,ALL,Monetary,10295909
1310,GDP growth (annual %),PRT,Portugal,2018,2.849325949376322,ALL,Monetary,10295909
1311,GDP growth (annual %),PRT,Portugal,2019,2.2359765550520763,ALL,Monetary,10295909
1312,GDP growth (annual %),TLS,Timor-Leste,2010,9.459876642353791,ALL,Monetary,1300000
1313,GDP growth (annual %),TLS,Timor-Leste,2011,5.805105361602742,ALL,Monetary,1300000
1314,GDP growth (annual %),TLS,Timor-Leste,2012,6.021571004935026,ALL,Monetary,1300000
1315,GDP growth (annual %),TLS,Timor-Leste,2013,2.1192243192601268,ALL,Monetary,1300000
1316,GDP growth (annual %),TLS,Timor-Leste,2014,4.449568822984332,ALL,Monetary,1300000
1317,GDP growth (annual %),TLS,Timor-Leste,2015,2.9100350152485817,ALL,Monetary,1300000
1318,GDP growth (annual %),TLS,Timor-Leste,2016,3.364897969525927,ALL,Monetary,1300000
1319,GDP growth (annual %),TLS,Timor-Leste,2017,-4.1036097445895905,ALL,Monetary,1300000
1320,GDP growth (annual %),TLS,Timor-Leste,2018,-1.0539022514868037,ALL,Monetary,1300000
1321,GDP growth (annual %),TLS,Timor-Leste,2019,18.723524803760142,ALL,Monetary,1300000
1322,GDP growth (annual %),STP,Sao Tome and Principe,2010,6.671984262469238,ALL,Monetary,211028
1323,GDP growth (annual %),STP,Sao Tome and Principe,2011,4.39820168502807,ALL,Monetary,211028
1324,GDP growth (annual %),STP,Sao Tome and Principe,2012,3.141975851502849,ALL,Monetary,211028
1325,GDP growth (annual %),STP,Sao Tome and Principe,2013,4.81479438630852,ALL,Monetary,211028
1326,GDP growth (annual %),STP,Sao Tome and Principe,2014,6.549933099948603,ALL,Monetary,211028
1327,GDP growth (annual %),STP,Sao Tome and Principe,2015,3.911339747697042,ALL,Monetary,211028
1328,GDP growth (annual %),STP,Sao Tome and Principe,2016,4.164766920764578,ALL,Monetary,211028
1329,GDP growth (annual %),STP,Sao Tome and Principe,2017,3.848982386578342,ALL,Monetary,211028
1330,GDP growth (annual %),STP,Sao Tome and Principe,2018,2.9452679078187742,ALL,Monetary,211028
1331,GDP growth (annual %),STP,Sao Tome and Principe,2019,1.301623446195265,ALL,Monetary,211028
1332,GDP growth (annual %),GIN,Guinea,2010,4.820715413922414,ALL,Monetary,1308975
1333,GDP growth (annual %),GIN,Guinea,2011,5.612104279124949,ALL,Monetary,1308975
1334,GDP growth (annual %),GIN,Guinea,2012,5.916911731547785,ALL,Monetary,1308975
1335,GDP growth (annual %),GIN,Guinea,2013,3.934784025017919,ALL,Monetary,1308975
1336,GDP growth (annual %),GIN,Guinea,2014,3.7074516130114006,ALL,Monetary,1308975
1337,GDP growth (annual %),GIN,Guinea,2015,3.814949889656944,ALL,Monetary,1308975
1338,GDP growth (annual %),GIN,Guinea,2016,10.828806840229149,ALL,Monetary,1308975
1339,GDP growth (annual %),GIN,Guinea,2017,10.299907222135246,ALL,Monetary,1308975
1340,GDP growth (annual %),GIN,Guinea,2018,6.199774687398502,ALL,Monetary,1308975
1341,GDP growth (annual %),GIN,Guinea,2019,5.599999999925998,ALL,Monetary,1308975
1342,GDP growth (annual %),GNB,Guinea-Bissau,2010,4.610970900103183,ALL,Monetary,1874303
1343,GDP growth (annual %),GNB,Guinea-Bissau,2011,8.084779733987162,ALL,Monetary,1874303
1344,GDP growth (annual %),GNB,Guinea-Bissau,2012,-1.7126830118107392,ALL,Monetary,1874303
1345,GDP growth (annual %),GNB,Guinea-Bissau,2013,3.2559042651769516,ALL,Monetary,1874303
1346,GDP growth (annual %),GNB,Guinea-Bissau,2014,0.9645607509813203,ALL,Monetary,1874303
1347,GDP growth (annual %),GNB,Guinea-Bissau,2015,6.134082941132917,ALL,Monetary,1874303
1348,GDP growth (annual %),GNB,Guinea-Bissau,2016,6.262805637804632,ALL,Monetary,1874303
1349,GDP growth (annual %),GNB,Guinea-Bissau,2017,5.919176625860473,ALL,Monetary,1874303
1350,GDP growth (annual %),GNB,Guinea-Bissau,2018,3.799999998342969,ALL,Monetary,1874303
1351,GDP growth (annual %),GNB,Guinea-Bissau,2019,4.600094045400539,ALL,Monetary,1874303
